tahun,bulan,provinsi,nama_pintu_masuk,jenis_pintu_masuk,jumlah_kunjungan_wisman
2017,Februari,SUMATERA BARAT,Minangkabau,Udara,4066
2017,Februari,RIAU,Sultan Syarif Kasim II,Udara,2909
2017,Februari,ACEH,Sultan Iskandar Muda,Udara,3254
2017,Februari,JAWA TENGAH,Ahmad Yani,Udara,1354
2017,Februari,KALIMANTAN BARAT,Supadio,Udara,626
2017,Februari,SULAWESI SELATAN,Hasanuddin,Udara,1263
2017,Februari,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1156
2017,Februari,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,1888
2017,Februari,KEP. RIAU,Batam,Laut,100329
2017,Februari,KEP. RIAU,Tanjung Uban,Laut,21888
2017,Februari,KEP. RIAU,Tanjung Pinang,Laut,6249
2017,Februari,KEP. RIAU,Tanjung Balai Karimun,Laut,6022
2017,Februari,BALI,Tanjung Benoa,Laut,5799
2017,Februari,JAWA TENGAH,Tanjung Mas,Laut,5166
2017,Februari,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,41216
2017,Februari,PAPUA,Jayapura,Darat,7176
2017,Februari,NUSA TENGGARA TIMUR,Atambua,Darat,4017
2017,Februari,KALIMANTAN BARAT,Entikong,Darat,1354
2017,Februari,KALIMANTAN BARAT,Aruk,Darat,511
2017,Februari,KALIMANTAN BARAT,Nanga Badau,Darat,551
2017,Februari,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,102682
2017,Maret,BALI,Ngurah Rai,Udara,424134
2017,Maret,DKI JAKARTA,Soekarno-Hatta,Udara,222497
2017,Maret,JAWA TIMUR,Juanda,Udara,15844
2017,Maret,SUMATERA UTARA,Kualanamu,Udara,20767
2017,Maret,JAWA BARAT,Husein Sastranegara,Udara,17256
2017,Maret,DI YOGYAKARTA,Adi Sucipto,Udara,11807
2017,Maret,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,11305
2017,Maret,SULAWESI UTARA,Sam Ratulangi,Udara,5168
2017,Maret,SUMATERA BARAT,Minangkabau,Udara,4992
2017,Maret,RIAU,Sultan Syarif Kasim II,Udara,3612
2017,Maret,ACEH,Sultan Iskandar Muda,Udara,3375
2017,Maret,JAWA TENGAH,Ahmad Yani,Udara,1815
2017,Maret,KALIMANTAN BARAT,Supadio,Udara,899
2017,Maret,SULAWESI SELATAN,Hasanuddin,Udara,1530
2017,Maret,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1468
2017,Maret,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,2681
2017,Maret,KEP. RIAU,Batam,Laut,132551
2017,Maret,KEP. RIAU,Tanjung Uban,Laut,25445
2017,Maret,KEP. RIAU,Tanjung Pinang,Laut,7849
2017,Maret,KEP. RIAU,Tanjung Balai Karimun,Laut,7526
2017,Maret,BALI,Tanjung Benoa,Laut,2489
2017,Maret,JAWA TENGAH,Tanjung Mas,Laut,1397
2017,Maret,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,43069
2017,Maret,PAPUA,Jayapura,Darat,6523
2017,Maret,NUSA TENGGARA TIMUR,Atambua,Darat,3768
2017,Maret,KALIMANTAN BARAT,Entikong,Darat,2209
2017,Maret,KALIMANTAN BARAT,Aruk,Darat,433
2017,Maret,KALIMANTAN BARAT,Nanga Badau,Darat,549
2017,Maret,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,76819
2017,April,BALI,Ngurah Rai,Udara,477408
2017,April,DKI JAKARTA,Soekarno-Hatta,Udara,228611
2017,April,JAWA TIMUR,Juanda,Udara,21461
2017,April,SUMATERA UTARA,Kualanamu,Udara,19273
2017,April,JAWA BARAT,Husein Sastranegara,Udara,16029
2017,April,DI YOGYAKARTA,Adi Sucipto,Udara,13224
2017,April,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,13204
2017,April,SULAWESI UTARA,Sam Ratulangi,Udara,5927
2017,April,SUMATERA BARAT,Minangkabau,Udara,4621
2017,April,RIAU,Sultan Syarif Kasim II,Udara,3554
2017,April,ACEH,Sultan Iskandar Muda,Udara,2947
2017,April,JAWA TENGAH,Ahmad Yani,Udara,1647
2017,April,KALIMANTAN BARAT,Supadio,Udara,655
2017,April,SULAWESI SELATAN,Hasanuddin,Udara,1179
2017,April,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1154
2017,April,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,2033
2017,April,KEP. RIAU,Batam,Laut,139361
2017,April,KEP. RIAU,Tanjung Uban,Laut,28410
2017,April,KEP. RIAU,Tanjung Pinang,Laut,9193
2017,April,KEP. RIAU,Tanjung Balai Karimun,Laut,7902
2017,April,BALI,Tanjung Benoa,Laut,3126
2017,April,JAWA TENGAH,Tanjung Mas,Laut,2587
2017,April,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,42959
2017,April,PAPUA,Jayapura,Darat,10078
2017,April,NUSA TENGGARA TIMUR,Atambua,Darat,5843
2017,April,KALIMANTAN BARAT,Entikong,Darat,1720
2017,April,KALIMANTAN BARAT,Aruk,Darat,539
2017,April,KALIMANTAN BARAT,Nanga Badau,Darat,528
2017,April,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,106213
2017,Mei,BALI,Ngurah Rai,Udara,488698
2017,Mei,DKI JAKARTA,Soekarno-Hatta,Udara,220817
2017,Mei,JAWA TIMUR,Juanda,Udara,20447
2017,Mei,SUMATERA UTARA,Kualanamu,Udara,19013
2017,Mei,JAWA BARAT,Husein Sastranegara,Udara,15275
2017,Mei,DI YOGYAKARTA,Adi Sucipto,Udara,11608
2017,Mei,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,11792
2017,Mei,SULAWESI UTARA,Sam Ratulangi,Udara,5632
2017,Mei,SUMATERA BARAT,Minangkabau,Udara,4167
2017,Mei,RIAU,Sultan Syarif Kasim II,Udara,3578
2017,Mei,ACEH,Sultan Iskandar Muda,Udara,2430
2017,Mei,JAWA TENGAH,Ahmad Yani,Udara,1891
2017,Mei,KALIMANTAN BARAT,Supadio,Udara,812
2017,Mei,SULAWESI SELATAN,Hasanuddin,Udara,1131
2017,Mei,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1010
2017,Mei,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,1640
2017,Mei,KEP. RIAU,Batam,Laut,117372
2017,Mei,KEP. RIAU,Tanjung Uban,Laut,25496
2017,Mei,KEP. RIAU,Tanjung Pinang,Laut,7277
2017,Mei,KEP. RIAU,Tanjung Balai Karimun,Laut,6627
2017,Mei,BALI,Tanjung Benoa,Laut,3153
2017,Mei,JAWA TENGAH,Tanjung Mas,Laut,1378
2017,Mei,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,47890
2017,Mei,PAPUA,Jayapura,Darat,10042
2017,Mei,NUSA TENGGARA TIMUR,Atambua,Darat,2096
2017,Mei,KALIMANTAN BARAT,Entikong,Darat,1935
2017,Mei,KALIMANTAN BARAT,Aruk,Darat,438
2017,Mei,KALIMANTAN BARAT,Nanga Badau,Darat,808
2017,Mei,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,114135
2017,Juni,BALI,Ngurah Rai,Udara,505976
2017,Juni,DKI JAKARTA,Soekarno-Hatta,Udara,174669
2017,Juni,JAWA TIMUR,Juanda,Udara,19658
2017,Juni,SUMATERA UTARA,Kualanamu,Udara,18464
2017,Juni,JAWA BARAT,Husein Sastranegara,Udara,8174
2017,Juni,DI YOGYAKARTA,Adi Sucipto,Udara,7559
2017,Juni,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,9201
2017,Juni,SULAWESI UTARA,Sam Ratulangi,Udara,4708
2017,Juni,SUMATERA BARAT,Minangkabau,Udara,3022
2017,Juni,RIAU,Sultan Syarif Kasim II,Udara,3504
2017,Juni,ACEH,Sultan Iskandar Muda,Udara,1528
2017,Juni,JAWA TENGAH,Ahmad Yani,Udara,1541
2017,Juni,KALIMANTAN BARAT,Supadio,Udara,1642
2017,Juni,SULAWESI SELATAN,Hasanuddin,Udara,1240
2017,Juni,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1136
2017,Juni,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,1448
2017,Juni,KEP. RIAU,Batam,Laut,130541
2017,Juni,KEP. RIAU,Tanjung Uban,Laut,34726
2017,Juni,KEP. RIAU,Tanjung Pinang,Laut,8702
2017,Juni,KEP. RIAU,Tanjung Balai Karimun,Laut,6433
2017,Juni,BALI,Tanjung Benoa,Laut,497
2017,Juni,JAWA TENGAH,Tanjung Mas,Laut,964
2017,Juni,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,51902
2017,Juni,PAPUA,Jayapura,Darat,10488
2017,Juni,NUSA TENGGARA TIMUR,Atambua,Darat,6238
2017,Juni,KALIMANTAN BARAT,Entikong,Darat,2157
2017,Juni,KALIMANTAN BARAT,Aruk,Darat,1460
2017,Juni,KALIMANTAN BARAT,Nanga Badau,Darat,858
2017,Juni,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,125565
2017,Juli,BALI,Ngurah Rai,Udara,594238
2017,Juli,DKI JAKARTA,Soekarno-Hatta,Udara,297360
2017,Juli,JAWA TIMUR,Juanda,Udara,25252
2017,Juli,SUMATERA UTARA,Kualanamu,Udara,20437
2017,Juli,JAWA BARAT,Husein Sastranegara,Udara,11967
2017,Juli,DI YOGYAKARTA,Adi Sucipto,Udara,14181
2017,Juli,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,12468
2017,Juli,SULAWESI UTARA,Sam Ratulangi,Udara,7330
2017,Juli,SUMATERA BARAT,Minangkabau,Udara,4157
2017,Juli,RIAU,Sultan Syarif Kasim II,Udara,3543
2017,Juli,ACEH,Sultan Iskandar Muda,Udara,2297
2017,Juli,JAWA TENGAH,Ahmad Yani,Udara,2294
2017,Juli,KALIMANTAN BARAT,Supadio,Udara,1731
2017,Juli,SULAWESI SELATAN,Hasanuddin,Udara,2132
2017,Juli,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1220
2017,Juli,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,2004
2017,Juli,KEP. RIAU,Batam,Laut,122869
2017,Juli,KEP. RIAU,Tanjung Uban,Laut,32234
2017,Juli,KEP. RIAU,Tanjung Pinang,Laut,9793
2017,Juli,KEP. RIAU,Tanjung Balai Karimun,Laut,6136
2017,Juli,BALI,Tanjung Benoa,Laut,164
2017,Juli,JAWA TENGAH,Tanjung Mas,Laut,1059
2017,Juli,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,54724
2017,Juli,PAPUA,Jayapura,Darat,9053
2017,Juli,NUSA TENGGARA TIMUR,Atambua,Darat,5476
2017,Juli,KALIMANTAN BARAT,Entikong,Darat,1117
2017,Juli,KALIMANTAN BARAT,Aruk,Darat,1087
2017,Juli,KALIMANTAN BARAT,Nanga Badau,Darat,610
2017,Juli,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,123658
2017,Agustus,BALI,Ngurah Rai,Udara,601553
2017,Agustus,DKI JAKARTA,Soekarno-Hatta,Udara,289000
2017,Agustus,JAWA TIMUR,Juanda,Udara,25330
2017,Agustus,SUMATERA UTARA,Kualanamu,Udara,25201
2017,Agustus,JAWA BARAT,Husein Sastranegara,Udara,15063
2017,Agustus,DI YOGYAKARTA,Adi Sucipto,Udara,15786
2017,Agustus,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,12207
2017,Agustus,SULAWESI UTARA,Sam Ratulangi,Udara,8906
2017,Agustus,SUMATERA BARAT,Minangkabau,Udara,5215
2017,Agustus,RIAU,Sultan Syarif Kasim II,Udara,3590
2017,Agustus,ACEH,Sultan Iskandar Muda,Udara,2627
2017,Agustus,JAWA TENGAH,Ahmad Yani,Udara,2625
2017,Agustus,KALIMANTAN BARAT,Supadio,Udara,2307
2017,Agustus,SULAWESI SELATAN,Hasanuddin,Udara,1743
2017,Agustus,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1418
2017,Agustus,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,1904
2017,Agustus,KEP. RIAU,Batam,Laut,124044
2017,Agustus,KEP. RIAU,Tanjung Uban,Laut,37199
2017,Agustus,KEP. RIAU,Tanjung Pinang,Laut,11616
2017,Agustus,KEP. RIAU,Tanjung Balai Karimun,Laut,6620
2017,Agustus,BALI,Tanjung Benoa,Laut,1988
2017,Agustus,JAWA TENGAH,Tanjung Mas,Laut,1163
2017,Agustus,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,52681
2017,Agustus,PAPUA,Jayapura,Darat,9043
2017,Agustus,NUSA TENGGARA TIMUR,Atambua,Darat,6120
2017,Agustus,KALIMANTAN BARAT,Entikong,Darat,1255
2017,Agustus,KALIMANTAN BARAT,Aruk,Darat,814
2017,Agustus,KALIMANTAN BARAT,Nanga Badau,Darat,933
2017,Agustus,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,125292
2017,September,BALI,Ngurah Rai,Udara,551968
2017,September,DKI JAKARTA,Soekarno-Hatta,Udara,227687
2017,September,JAWA TIMUR,Juanda,Udara,21890
2017,September,SUMATERA UTARA,Kualanamu,Udara,19150
2017,September,JAWA BARAT,Husein Sastranegara,Udara,13971
2017,September,DI YOGYAKARTA,Adi Sucipto,Udara,13834
2017,September,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,10032
2017,September,SULAWESI UTARA,Sam Ratulangi,Udara,6335
2017,September,SUMATERA BARAT,Minangkabau,Udara,4397
2017,September,RIAU,Sultan Syarif Kasim II,Udara,3066
2017,September,ACEH,Sultan Iskandar Muda,Udara,2559
2017,September,JAWA TENGAH,Ahmad Yani,Udara,2088
2017,September,KALIMANTAN BARAT,Supadio,Udara,2104
2017,September,SULAWESI SELATAN,Hasanuddin,Udara,1604
2017,September,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1256
2017,September,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,1901
2017,September,KEP. RIAU,Batam,Laut,122835
2017,September,KEP. RIAU,Tanjung Uban,Laut,31422
2017,September,KEP. RIAU,Tanjung Pinang,Laut,10811
2017,September,KEP. RIAU,Tanjung Balai Karimun,Laut,7093
2017,September,BALI,Tanjung Benoa,Laut,187
2017,September,JAWA TENGAH,Tanjung Mas,Laut,3941
2017,September,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,53446
2017,September,PAPUA,Jayapura,Darat,9981
2017,September,NUSA TENGGARA TIMUR,Atambua,Darat,6455
2017,September,KALIMANTAN BARAT,Entikong,Darat,2042
2017,September,KALIMANTAN BARAT,Aruk,Darat,802
2017,September,KALIMANTAN BARAT,Nanga Badau,Darat,673
2017,September,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,116701
2017,Oktober,BALI,Ngurah Rai,Udara,464703
2017,Oktober,DKI JAKARTA,Soekarno-Hatta,Udara,232014
2017,Oktober,JAWA TIMUR,Juanda,Udara,20439
2017,Oktober,SUMATERA UTARA,Kualanamu,Udara,20738
2017,Oktober,JAWA BARAT,Husein Sastranegara,Udara,14002
2017,Oktober,DI YOGYAKARTA,Adi Sucipto,Udara,13535
2017,Oktober,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,10070
2017,Oktober,SULAWESI UTARA,Sam Ratulangi,Udara,7714
2017,Oktober,SUMATERA BARAT,Minangkabau,Udara,4885
2017,Oktober,RIAU,Sultan Syarif Kasim II,Udara,3026
2017,Oktober,ACEH,Sultan Iskandar Muda,Udara,2763
2017,Oktober,JAWA TENGAH,Ahmad Yani,Udara,2079
2017,Oktober,KALIMANTAN BARAT,Supadio,Udara,1979
2017,Oktober,SULAWESI SELATAN,Hasanuddin,Udara,1448
2017,Oktober,SUMATERA SELATAN,Sultan Badaruddin II,Udara,977
2017,Oktober,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,2107
2017,Oktober,KEP. RIAU,Batam,Laut,117589
2017,Oktober,KEP. RIAU,Tanjung Uban,Laut,32389
2017,Oktober,KEP. RIAU,Tanjung Pinang,Laut,10619
2017,Oktober,KEP. RIAU,Tanjung Balai Karimun,Laut,6368
2017,Oktober,BALI,Tanjung Benoa,Laut,2815
2017,Oktober,JAWA TENGAH,Tanjung Mas,Laut,1791
2017,Oktober,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,50700
2017,Oktober,PAPUA,Jayapura,Darat,10359
2017,Oktober,NUSA TENGGARA TIMUR,Atambua,Darat,6167
2017,Oktober,KALIMANTAN BARAT,Entikong,Darat,1095
2017,Oktober,KALIMANTAN BARAT,Aruk,Darat,870
2017,Oktober,KALIMANTAN BARAT,Nanga Badau,Darat,760
2017,Oktober,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,117564
2017,November,BALI,Ngurah Rai,Udara,360043
2017,November,DKI JAKARTA,Soekarno-Hatta,Udara,231183
2017,November,JAWA TIMUR,Juanda,Udara,24360
2017,November,SUMATERA UTARA,Kualanamu,Udara,23356
2017,November,JAWA BARAT,Husein Sastranegara,Udara,15387
2017,November,DI YOGYAKARTA,Adi Sucipto,Udara,11781
2017,November,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,7704
2017,November,SULAWESI UTARA,Sam Ratulangi,Udara,6493
2017,November,SUMATERA BARAT,Minangkabau,Udara,4682
2017,November,RIAU,Sultan Syarif Kasim II,Udara,3225
2017,November,ACEH,Sultan Iskandar Muda,Udara,2905
2017,November,JAWA TENGAH,Ahmad Yani,Udara,2361
2017,November,KALIMANTAN BARAT,Supadio,Udara,2263
2017,November,SULAWESI SELATAN,Hasanuddin,Udara,1538
2017,November,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1266
2017,November,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,2760
2017,November,KEP. RIAU,Batam,Laut,124833
2017,November,KEP. RIAU,Tanjung Uban,Laut,30822
2017,November,KEP. RIAU,Tanjung Pinang,Laut,10538
2017,November,KEP. RIAU,Tanjung Balai Karimun,Laut,6969
2017,November,BALI,Tanjung Benoa,Laut,2847
2017,November,JAWA TENGAH,Tanjung Mas,Laut,4376
2017,November,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,49685
2017,November,PAPUA,Jayapura,Darat,13651
2017,November,NUSA TENGGARA TIMUR,Atambua,Darat,5976
2017,November,KALIMANTAN BARAT,Entikong,Darat,1092
2017,November,KALIMANTAN BARAT,Aruk,Darat,809
2017,November,KALIMANTAN BARAT,Nanga Badau,Darat,704
2017,November,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,108421
2017,Desember,BALI,Ngurah Rai,Udara,309440
2017,Desember,DKI JAKARTA,Soekarno-Hatta,Udara,230483
2017,Desember,JAWA TIMUR,Juanda,Udara,23208
2017,Desember,SUMATERA UTARA,Kualanamu,Udara,26015
2017,Desember,JAWA BARAT,Husein Sastranegara,Udara,17958
2017,Desember,DI YOGYAKARTA,Adi Sucipto,Udara,14203
2017,Desember,NUSA TENGGARA BARAT,Bandara Int Lombok,Udara,7236
2017,Desember,SULAWESI UTARA,Sam Ratulangi,Udara,8616
2017,Desember,SUMATERA BARAT,Minangkabau,Udara,8630
2017,Desember,RIAU,Sultan Syarif Kasim II,Udara,3224
2017,Desember,ACEH,Sultan Iskandar Muda,Udara,3698
2017,Desember,JAWA TENGAH,Ahmad Yani,Udara,2354
2017,Desember,KALIMANTAN BARAT,Supadio,Udara,2652
2017,Desember,SULAWESI SELATAN,Hasanuddin,Udara,1715
2017,Desember,SUMATERA SELATAN,Sultan Badaruddin II,Udara,1580
2017,Desember,PROVINSI LAINNYA,Pintu Udara Lainnya,Udara,2347
2017,Desember,KEP. RIAU,Batam,Laut,197347
2017,Desember,KEP. RIAU,Tanjung Uban,Laut,44783
2017,Desember,KEP. RIAU,Tanjung Pinang,Laut,14421
2017,Desember,KEP. RIAU,Tanjung Balai Karimun,Laut,9900
2017,Desember,BALI,Tanjung Benoa,Laut,790
2017,Desember,JAWA TENGAH,Tanjung Mas,Laut,1461
2017,Desember,PROVINSI LAINNYA,Pintu Laut Lainnya,Laut,55922
2017,Desember,PAPUA,Jayapura,Darat,16246
2017,Desember,NUSA TENGGARA TIMUR,Atambua,Darat,7081
2017,Desember,KALIMANTAN BARAT,Entikong,Darat,2818
2017,Desember,KALIMANTAN BARAT,Aruk,Darat,1919
2017,Desember,KALIMANTAN BARAT,Nanga Badau,Darat,1199
2017,Desember,PROVINSI LAINNYA,Pintu Darat Lainnya,Darat,129785
